Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Value,CLTV,Income per capita
1,0,0,0,-1.1145631287986442,1,0,1,0,2,0,0,0,0,0,1,2,0.32864719611392706,-0.8380464011921358,0,-0.9140492704873734,-0.36781029490913586
1,0,0,0,1.6137012404433893,0,1,0,2,0,2,2,2,2,2,1,1,-0.11837619693076015,0.9307863489410707,0,-0.26652824011029996,0.17247485953055994
1,0,0,0,-1.1552834925186746,1,0,2,1,1,1,1,1,1,1,0,3,-1.4893587220678117,-0.9773111870528457,0,-1.8641976231555595,-0.39561951473636897
1,0,1,1,-0.9516816739185228,1,0,0,0,2,0,2,0,0,0,0,3,-0.3310862129520241,-0.8075180767595218,0,-1.3121986246748427,-0.39561951473636897
1,1,1,0,1.6137012404433893,1,2,0,0,0,2,0,2,2,2,1,1,0.28876406810994004,1.3452254604539613,0,0.9634235865197808,-0.39561951473636897
0,0,1,0,0.025607055362205634,1,0,0,0,0,0,2,0,0,1,1,3,-0.4424266119631542,-0.2309013805709876,0,0.45200031840211835,1.0775753509969523
0,0,1,0,1.6137012404433893,1,2,1,2,0,0,0,0,0,2,0,0,0.5214156481331973,1.5256140846501447,0,-0.1676248973503553,-0.1427348421286398
1,0,0,0,-0.7073594915983407,1,0,1,0,0,2,0,2,0,0,0,2,0.682609957149311,-0.46888103762667205,0,0.979484813121823,-0.1412894564827337
1,1,1,0,-0.13727439951791576,1,2,1,0,0,0,2,0,0,0,1,2,0.4831943171293762,0.05855481486275596,0,-1.038312444724227,0.7966501968586451
0,0,1,1,-0.7073594915983407,1,0,0,0,2,2,2,2,2,0,0,0,0.39013368512007346,-0.4972461113041189,0,-0.4643349256301892,-0.3345086096274596
1,1,0,0,1.6137012404433893,1,2,2,1,1,1,1,1,1,2,0,0,-1.3082228490497045,-0.20862872738768506,0,1.4714655437738553,-0.09775444082804231
0,0,1,0,-0.5444780367182193,1,2,1,0,0,0,0,2,0,0,1,2,0.7341256641544608,-0.31676919115874497,0,0.5678102154800022,-0.582941494445798
1,0,0,0,-1.2774445836787656,1,0,2,1,1,1,1,1,1,0,0,3,-1.4993295040688086,-0.9987450287188385,0,-1.0214058904062877,0.15854134190402525
0,0,0,0,-1.2367242199587352,1,0,0,0,0,0,0,0,0,0,0,2,-0.6385186579827569,-0.9701592151684154,0,-0.023919185647871648,-0.07300943857013009
0,1,1,1,-0.8702409464784621,1,2,1,0,0,2,0,0,0,0,1,1,0.4433111891253892,-0.6256063474398025,0,-1.7475423983617786,-1.384929619318896
0,0,0,0,-0.8295205827584317,1,0,2,1,1,1,1,1,1,1,0,3,-1.5109620830699715,-0.906431613840175,0,-1.2952920703569035,0.06464909034596575
0,0,1,0,1.5322605130033284,1,2,1,0,2,2,2,2,2,2,1,2,1.5201556452330371,2.414952958884118,0,1.3345224537985474,0.6117564650343382
0,0,0,0,-0.38159658183809786,1,0,2,1,1,1,1,1,1,0,1,0,-1.477726143066649,-0.7996597372815677,0,-0.6511523508434179,-0.2744961976094388
1,1,0,0,0.6771328748826912,1,2,0,2,2,2,2,0,2,2,0,1,0.5513279941361872,0.7853849946116214,0,0.11555988747512719,-0.8491815304216995
1,0,0,1,-1.2367242199587352,1,0,0,0,0,0,0,0,2,0,1,2,-0.31446824295036285,-0.9594533313290677,0,0.16374356728125405,-0.3265878962878942
1,1,1,0,1.4915401492832983,0,1,0,2,2,0,0,2,2,2,0,1,-0.2729233179462098,0.7375948121122654,0,-0.20143800598623382,-0.3265878962878942
0,0,1,1,-0.3408762181180675,1,0,2,1,1,1,1,1,1,2,1,3,-1.4976677070686424,-0.789307037238982,0,-0.6815841486157086,-0.9340545755493049
0,0,0,0,-0.015113308357824713,1,2,1,0,2,2,0,2,2,1,1,1,1.3057838322116073,0.5010499642309266,0,-1.7458517429299847,-0.846464205407396
0,0,0,0,-0.21871512695797646,1,0,0,2,2,0,0,0,0,2,0,0,-0.3958962959585028,-0.34579648445512057,0,-1.3172705909702245,-1.384929619318896
1,0,0,0,1.0436161483629645,1,2,1,0,0,0,2,0,0,0,0,0,0.5280628361338618,1.1149275509778502,0,1.388623427615953,0.10511988843133623
0,0,1,1,-0.5851984004382496,1,2,2,1,1,1,1,1,1,2,1,1,-1.3331498040521963,-0.7993286274721033,0,0.7022173223076194,-0.3419089841344988
0,0,1,1,0.5956921474426305,1,0,2,1,1,1,1,1,1,2,1,0,-1.4444902030633266,-0.5474865063935112,0,-1.3012093643681824,-0.3419089841344988
0,0,1,1,1.5322605130033284,1,2,1,0,2,2,2,2,2,2,1,2,1.5101848632320405,2.387470844698576,0,-0.25553897980363943,-0.3419089841344988
0,0,1,1,0.14776814652229667,1,0,0,2,0,0,0,0,0,0,0,1,-0.45572098796448335,-0.20613436682305353,0,-1.892938765496056,0.11379220230677276
1,0,0,0,1.4100994218432374,1,0,2,1,1,1,1,1,1,2,1,3,-1.4943441130683104,-0.4285077148593177,0,-0.11859588982833147,0.15044718228695114
0,0,0,0,-0.9109613101984924,1,0,2,1,1,1,1,1,1,0,1,3,-1.491020519067978,-0.9193669703965827,0,1.1925073975278577,-0.20581147171598146
1,1,0,0,-0.5444780367182193,1,0,1,2,0,0,0,0,2,0,1,2,0.749081837155956,-0.28458531767880924,0,0.039480393044400555,-0.5052375621218868
0,0,1,1,1.5729808767233588,1,0,2,1,1,1,1,1,1,2,0,0,-1.4926823160681442,-0.4218634446827329,0,1.6413764146691447,-1.384929619318896
1,0,1,1,1.6137012404433893,1,2,0,2,2,2,2,2,2,2,1,3,0.8188773111629334,1.8076975683264818,0,1.3894687553318499,-1.384929619318896
0,0,1,1,0.6364125111626608,1,0,2,1,1,1,1,1,1,2,0,3,-1.4876969250676457,-0.5942392114898787,0,-1.515077276490114,-0.3419089841344988
1,0,0,0,-1.2774445836787656,1,0,2,1,1,1,1,1,1,0,0,3,-1.4860351280674797,-0.9985684368204575,0,-1.9723995707903705,0.5529003615330423
1,0,1,1,-0.5851984004382496,1,0,0,2,0,2,2,2,2,0,0,2,0.6144762801425001,-0.29613001303546654,0,-1.9740902262221647,-0.043292309690300915
1,1,1,0,1.4100994218432374,1,2,1,0,2,0,2,2,2,2,0,0,1.2675625012077867,2.0783908745572446,0,1.2415364050498814,0.0231376145955429
1,0,1,1,1.4915401492832983,0,1,0,2,0,2,2,0,0,2,0,3,-0.8528904710041867,0.21967284814811347,0,1.341285075525723,0.6312402635411524
1,1,1,0,1.6137012404433893,1,2,1,2,2,2,2,2,2,2,1,3,1.653099405246327,2.6709670635619616,0,1.3953860493431287,-0.893930670018952
0,1,0,0,0.22920887396235737,1,0,2,1,1,1,1,1,1,2,0,3,-1.481049737066981,-0.6825351606803747,0,0.4621442509928819,-0.6687395863867834
1,1,1,0,0.3106496014024181,1,0,0,0,0,0,0,0,2,1,0,2,-0.29785027294870164,0.0006105982064929549,0,-0.6875014426269873,-0.7802655428248972
0,0,1,1,1.1657772395230555,1,2,2,1,1,1,1,1,1,2,1,3,-1.3481059770536914,-0.3693935768762806,0,1.522185206727673,0.18184095851603138
1,0,1,0,-0.015113308357824713,1,2,0,2,0,0,2,2,0,1,1,1,0.2671607071077802,0.022574215567628838,0,-0.9487077068391488,0.07991236276673405
0,0,0,0,-0.46303730927815856,1,2,1,0,2,0,0,2,2,0,1,1,1.1661928841976528,-0.12774963792919072,0,-1.9335144958591104,-1.0924688423406121
0,1,0,0,1.0843365120829946,1,2,1,0,0,2,0,2,2,1,1,2,1.15456030519649,1.5928955979333026,0,0.9405997381905628,-0.902256091339371
0,0,0,0,0.5956921474426305,1,0,2,1,1,1,1,1,1,2,0,1,-1.479387940066815,-0.5527842633449409,0,0.6202205338656139,-0.7015209328359335
1,0,1,1,1.4915401492832983,1,2,2,1,1,1,1,1,1,2,1,0,-1.288281285047711,-0.2142796681358768,0,0.45030966297032443,-1.384929619318896
1,0,0,0,-1.2367242199587352,1,0,2,1,1,1,1,1,1,0,1,1,-1.491020519067978,-0.9925422382882063,0,1.203496657834518,-0.746732595839876
0,0,1,1,-0.4223169455581282,1,0,2,1,1,1,1,1,1,0,0,0,-1.5192710680708021,-0.8069662270770812,0,-0.07463884860168941,-0.5599887703888093
1,1,1,0,-0.7073594915983407,1,2,1,2,0,2,0,2,0,0,1,2,1.0548524851865226,-0.3927699294244645,0,-1.695977407692064,-1.384929619318896
0,0,0,0,0.8400143297628127,1,0,2,1,1,1,1,1,1,2,0,1,-1.4926823160681442,-0.5440429643750818,0,1.637995103805557,-0.3500031437515728
0,1,1,0,-0.1779947632379461,1,2,2,1,1,1,1,1,1,0,0,3,-1.2982520670487077,-0.683109084350113,0,-1.0687442424965174,-0.29022199343689703
1,0,0,0,-0.4223169455581282,1,0,2,1,1,1,1,1,1,1,0,3,-1.477726143066649,-0.7976730784247815,0,0.09273603914590921,-1.384929619318896
1,1,1,0,-0.6666391278783103,1,0,1,0,0,2,2,0,2,0,1,2,0.8903345821700764,-0.32751922297268793,0,-0.30034134874617846,-0.586988574254335
0,0,1,1,0.6364125111626608,0,1,0,2,2,0,2,0,0,2,0,3,-0.84291968900319,-0.1338862063979301,0,1.0995213487791917,0.03290842156186806
1,1,1,0,-0.0965540357978854,1,2,1,2,2,2,2,2,0,0,1,0,1.3606231332170895,0.39728014994479627,0,-1.644412417022349,-1.384929619318896
0,0,0,0,-1.1960038562387048,1,0,1,0,0,0,0,0,0,0,1,2,0.18240906009930805,-0.9060122080815202,0,-1.897165404075541,-0.4736125241894615
1,1,0,0,1.002895784642934,1,2,1,2,0,0,2,0,2,2,0,2,0.9634536501773859,1.4761462791161692,0,-0.10507064637398007,-0.629714173947319
0,0,1,0,-0.38159658183809786,1,0,0,0,0,0,2,2,0,1,0,0,-0.1582593249347472,-0.41268066596692127,0,-0.4778601690845406,-0.9660843214625839
0,0,1,0,1.3286586944031769,1,0,0,0,0,0,2,2,0,2,1,1,-0.16490651293541178,0.6738230628094296,0,1.3810154781728803,-1.384929619318896
1,0,1,0,0.47353105628253944,1,0,1,0,0,0,0,2,2,1,1,0,0.8604222361670865,0.7470866266502437,0,-0.5192812271634918,-1.384929619318896
0,0,1,1,1.5729808767233588,1,2,1,2,2,2,0,2,2,2,1,0,1.4703017352280534,2.3751094118119065,0,-0.16593424191856138,-0.21905120423248126
0,0,1,0,0.18848851024232702,1,2,0,2,0,2,2,0,0,1,0,1,0.11095178909216456,0.08711855442588133,0,-1.2910654317774186,-1.384929619318896
0,0,0,0,-0.8295205827584317,1,0,2,1,1,1,1,1,1,0,0,3,-1.4744025490663168,-0.8897216054558736,0,0.08174677883924869,-0.9029498764494059
1,0,1,1,1.4915401492832983,1,2,0,0,2,2,2,2,2,2,1,0,0.5712695581381809,1.4654845432514167,0,1.5061239801256308,-0.8677980975409699
0,0,0,0,0.10704778280226633,1,0,0,2,2,2,0,0,0,0,0,2,-0.13997955793291994,-0.1321423614014179,0,-0.7923220793982108,-0.8275007457331082
1,0,0,0,-1.1145631287986442,1,0,0,0,2,0,2,0,2,0,1,0,0.0278619390838584,-0.8573611400775568,0,1.0445750472458892,-0.3541658544117824
1,0,1,1,1.0436161483629645,1,2,1,0,0,0,0,2,0,2,0,0,0.5895493251400082,1.1240661817190665,0,-0.044207050829398756,-1.384929619318896
1,0,1,0,1.6137012404433893,1,2,0,2,2,2,2,0,2,2,1,0,0.5829021371393436,1.6328715889292997,0,0.6920733897168557,-0.8493549766992082
1,0,1,0,1.6137012404433893,1,2,0,2,2,2,2,0,0,2,0,3,0.11261358609233106,1.1155235486348858,0,0.17980479388329637,-1.384929619318896
0,0,0,0,-1.2774445836787656,1,0,2,1,1,1,1,1,1,0,0,1,-1.477726143066649,-0.9984580668839693,0,-1.600455375795707,-0.48482871680169276
1,0,1,1,0.8400143297628127,1,0,2,1,1,1,1,1,1,1,0,1,-1.481049737066981,-0.5358535150876632,0,1.3945407216272316,-0.504832854141033
0,0,0,0,-0.21871512695797646,1,0,1,0,0,2,2,0,2,0,1,2,0.8122301231622688,0.04489101672552658,0,-0.013775253057108097,-1.0310110446766854
0,0,1,0,-0.5851984004382496,1,0,1,2,0,0,0,0,0,0,0,2,0.33363258711442517,-0.3725501570598409,0,0.34548902619910105,-0.7454028410456424
1,0,1,1,0.5549717837226001,1,0,2,1,1,1,1,1,1,2,1,3,-1.481049737066981,-0.602384512802702,0,-1.0687442424965174,-0.94428790592232
0,0,1,0,1.6137012404433893,1,2,0,2,0,2,2,2,2,2,1,1,0.6526976111463211,1.684039091485192,0,0.5458316948666811,-1.384929619318896
0,0,1,0,-1.1552834925186746,0,1,0,0,0,0,0,0,0,0,1,2,-1.3165318340505352,-0.9632942051188544,0,-0.4305218169943107,-1.384929619318896
0,0,0,0,-0.30015585439803716,1,0,2,1,1,1,1,1,1,2,0,1,-1.4943441130683104,-0.7976289304501862,0,-0.4440470604486621,-0.7699165816002096
0,0,1,1,0.3106496014024181,0,1,0,0,2,0,0,2,2,0,1,2,-0.4623681759651477,-0.10832452910728159,0,-1.3367131284358547,-0.04005464584347128
1,0,1,0,1.247217966963116,1,2,1,0,2,2,0,2,2,0,1,2,1.2509445312061254,1.837497451178274,0,0.5880980806615294,-0.3541658544117824
1,0,0,0,-0.748079855318371,1,2,0,0,2,0,0,0,0,0,1,1,-0.3078210549496983,-0.6685623267209787,0,-0.7441383995920838,-0.3541658544117824
1,1,1,0,1.6137012404433893,1,2,1,0,2,2,2,2,2,2,1,0,1.4952286902305454,2.494617979041243,0,-0.11436925124884666,-0.3541658544117824
1,0,0,0,0.26992923768238775,1,2,1,2,2,0,0,2,2,0,1,2,1.3838882912194153,0.7764450297560836,0,-0.2445497194969789,-0.3541658544117824
0,0,1,1,0.5956921474426305,0,1,0,2,2,2,0,2,2,2,1,1,-0.1582593249347472,0.2148827929045291,0,-0.9740675383160577,-0.3541658544117824
1,0,1,0,-0.5444780367182193,1,2,1,2,2,0,2,0,0,0,1,1,0.7989357471609396,-0.2691114525831748,0,0.16881553357663584,-0.3541658544117824
0,0,0,0,-0.62591876415828,1,2,1,0,0,2,0,0,0,0,0,0,0.5081212721318681,-0.41334288558585,0,-0.80922863371615,-0.3541658544117824
1,1,1,0,0.06632741908223598,1,2,1,0,0,0,0,0,0,0,1,2,0.358559542116917,0.06334487010634032,0,0.8290164796921637,-0.3541658544117824
0,0,0,0,0.3920903288424788,1,0,0,0,2,0,0,0,0,0,1,2,-0.5055748979694671,-0.09004726762484898,0,-0.6452350568321392,-0.3541658544117824
0,0,1,1,1.5729808767233588,1,2,2,1,1,1,1,1,1,2,0,1,-1.3580767590546883,-0.2730185483348542,0,0.9050959741228903,-0.3541658544117824
1,1,1,0,-0.5444780367182193,1,0,0,2,0,2,0,2,0,0,0,0,0.05445069108651675,-0.4396550784446179,0,0.11217857661153935,-0.3541658544117824
1,0,0,0,1.002895784642934,1,0,2,1,1,1,1,1,1,2,0,1,-1.5275800530716328,-0.5242867457437083,0,1.7461970514403682,-0.4360324973959032
1,0,1,0,1.6137012404433893,1,2,1,0,2,2,2,2,2,2,1,2,1.4503601712260603,2.400582793153365,0,-0.0053219758981384695,-0.4360324973959032
0,0,0,0,-1.0738427650786138,1,0,1,0,2,0,0,0,2,0,1,3,0.7042133181514708,-0.7802346284596586,0,-0.9377184465324883,-0.4360324973959032
1,0,1,0,1.1657772395230555,1,2,0,0,2,2,0,2,2,2,0,0,0.5363718211346925,1.170178741183803,0,-0.20228333370213078,-1.384929619318896
1,0,1,1,0.6364125111626608,1,2,1,2,2,2,2,2,2,2,0,1,1.5633623672373562,1.395841113327413,0,-0.40431665780150483,-1.384929619318896
1,0,0,0,-0.6666391278783103,1,0,2,1,1,1,1,1,1,0,1,1,-1.4677553610656522,-0.8616214196259983,0,1.070780206438695,-1.384929619318896
0,0,0,0,-1.1960038562387048,1,0,0,0,0,0,0,0,0,0,0,2,-0.6700928009859131,-0.9532505408984355,0,-1.080578830519075,-0.34029015221108394
1,0,0,0,1.3286586944031769,1,2,1,0,2,2,0,2,2,2,0,1,1.3406815692150957,1.9204073474681502,0,1.0555643075525496,-1.384929619318896
0,0,1,1,1.5322605130033284,1,2,1,2,2,2,2,2,2,2,1,1,1.6747027662484868,2.6347877983811556,0,-0.010393942193520246,-0.7274222436105706
1,0,1,0,1.125056875803025,1,0,0,2,0,0,0,2,0,1,1,3,-0.16490651293541178,0.5647554915718696,0,0.9194665452931388,0.6416470401916762
0,0,1,0,1.4915401492832983,1,2,2,1,1,1,1,1,1,1,1,2,-1.2783105030467143,-0.22884849975230864,0,0.8602936051803514,-0.03346368729813951
0,1,0,0,0.10704778280226633,1,0,1,0,0,0,0,0,0,0,0,2,0.19237984210030468,0.06051939973224441,0,1.2449177159134694,0.6625762243443963
0,0,0,0,-0.4223169455581282,1,0,2,1,1,1,1,1,1,0,1,3,-1.4860351280674797,-0.7998363291799486,0,0.9761035022582352,1.23367700075481
1,0,1,1,1.369379058123207,1,2,0,0,2,2,0,2,2,2,0,0,0.5014740841312035,1.3037042903471305,0,1.5517716767840668,-1.384929619318896
1,0,1,1,0.06632741908223598,1,2,1,0,0,2,0,0,2,0,1,1,0.8404806721650927,0.35984266748802585,0,0.20939126393969004,-0.904857785502002
0,0,1,1,1.6137012404433893,1,2,2,1,1,1,1,1,1,2,0,0,-1.3397969920528607,-0.2528870719194212,0,0.7901314047609034,0.22641665183577514
1,0,1,1,-0.055833672077855064,0,1,0,2,0,2,2,2,2,1,0,2,-0.15992112193491323,-0.1912123514098597,0,-0.05350565570426534,1.7893988738927826
1,0,0,1,-0.0965540357978854,1,2,2,1,1,1,1,1,1,1,0,0,-1.3098846460498705,-0.688097805479376,0,1.2804214799811418,0.8700757876706744
1,1,1,0,-0.5444780367182193,0,1,0,0,2,2,0,0,0,0,1,1,-1.0124229830201346,-0.7526200703503308,0,0.1814954493150903,0.19664170753010973
0,0,1,0,1.3286586944031769,1,2,1,2,0,2,0,2,2,0,1,2,1.3390197722149297,2.0453902635472967,0,0.7715341950111703,1.671917928593536
0,0,1,1,-0.0965540357978854,1,0,2,1,1,1,1,1,1,2,0,3,-1.5109620830699715,-0.7412519668920545,0,0.04455235933978233,1.3160061671456207
1,0,0,0,-1.0738427650786138,1,0,2,1,1,1,1,1,1,1,0,3,-1.51594747407047,-0.9525000253303162,0,0.7791421444542429,0.44166348222410984
0,0,0,0,-1.2367242199587352,0,1,0,0,2,0,0,2,2,0,0,2,-0.4440884089633204,-0.9646848663186046,0,-1.5387464525352288,3.431530413919608
1,0,1,1,0.8400143297628127,1,2,0,2,0,0,2,0,2,0,0,2,0.2355865641046238,0.6825202138046935,0,0.42494983149341553,3.431530413919608
1,1,1,0,-1.0331224013585834,1,2,1,0,0,0,0,0,0,0,1,2,0.35357415111641893,-0.7720893271468353,0,-0.7331491392854234,2.5699071226820704
0,0,1,1,1.1657772395230555,1,0,0,2,0,0,0,0,0,1,1,0,-0.5005895069689685,0.2999780139368696,0,0.1493729961110057,6.871085727769408
0,0,0,0,-0.7888002190384014,1,2,0,2,0,2,0,2,2,0,1,2,0.464914550127549,-0.5679932405930038,0,1.0403484086664043,1.0502864700022454
1,1,1,0,0.10704778280226633,1,2,1,0,0,2,0,0,0,1,1,0,0.5596369791370178,0.23545574906591463,0,-1.7754382129863784,1.3789671658812899
0,0,1,0,-1.2367242199587352,1,0,1,0,0,0,0,0,0,0,1,1,0.1873944510998066,-0.9390790410533608,0,1.139251751426349,0.9763983557835262
0,0,0,0,-1.1960038562387048,1,2,1,0,0,0,0,0,0,0,0,2,0.37683930911874425,-0.893694923169446,0,-1.4795735124224414,0.14749859556930273
0,0,0,0,1.2064976032430856,1,2,1,0,0,0,0,2,2,1,1,0,0.9717626351782166,1.534267087670813,0,0.3192838670062952,0.14749859556930273
1,0,1,1,1.6137012404433893,1,2,1,2,2,2,2,0,2,2,0,1,1.302460238211275,2.3114921804201543,0,0.08005612340745476,1.1293779725462265
1,0,1,0,1.247217966963116,1,0,2,1,1,1,1,1,1,2,1,0,-1.4893587220678117,-0.46228091542468247,0,0.6345911050358622,-0.03479344209237312
0,1,0,0,0.10704778280226633,1,2,1,2,2,2,2,2,2,1,1,0,1.5301264272340338,0.6862286436706945,0,-1.9233705632683469,0.9661650254105111
1,0,1,0,1.2064976032430856,1,2,1,2,2,0,0,0,2,1,0,2,1.0415581091851935,1.6420985156197063,0,1.4697748883420614,0.9661650254105111
0,0,0,0,-0.7073594915983407,1,2,0,0,0,0,0,0,0,0,1,3,-0.5305018529719588,-0.6895105406664239,0,-1.5412824356829198,0.6078828315033099
0,0,0,0,0.9214550572028734,1,0,0,2,0,0,0,0,0,0,1,1,-0.47233895796614456,0.24318164462008302,0,1.5636062648066242,2.1505140236659597
0,0,0,0,-0.8702409464784621,1,0,0,0,0,0,0,0,0,0,1,3,-0.6684310039857471,-0.7989312957007461,0,0.07752014025976388,-1.384929619318896
0,0,0,0,1.1657772395230555,1,0,2,1,1,1,1,1,1,1,0,0,-1.505976692069473,-0.4174486472232081,0,0.13415709722486038,1.3211517400450463
0,0,1,0,1.5729808767233588,1,2,0,2,2,2,2,2,2,2,0,1,0.8155537171626008,1.8130394732525068,0,0.21784454109865967,1.3211517400450463
1,0,0,0,0.10704778280226633,1,0,2,1,1,1,1,1,1,2,0,3,-1.5126238800701375,-0.7081409859456185,0,-1.4525230255137387,1.4242366443110686
0,0,0,0,-0.62591876415828,1,0,1,0,0,0,0,0,0,0,0,0,0.19071804510013865,-0.4928313138445941,0,-0.6342457965254787,1.4242366443110686
0,0,1,0,0.5956921474426305,1,0,2,1,1,1,1,1,1,2,0,0,-1.4993295040688086,-0.6005744458442969,0,-0.2039739891339247,1.4242366443110686
0,0,1,0,-1.1960038562387048,1,0,2,1,1,1,1,1,1,0,0,3,-1.4594463760648215,-0.9756335640182262,0,1.2398457496180875,1.4242366443110686
1,0,0,0,-1.1960038562387048,1,0,2,1,1,1,1,1,1,0,1,3,-1.4993295040688086,-0.9772449650909528,0,0.3818381179826704,1.4242366443110686
1,1,1,0,0.47353105628253944,1,0,2,1,1,1,1,1,1,2,1,1,-1.5093002860698053,-0.633376390968566,0,0.48581342703799685,1.4242366443110686
0,0,0,0,-1.2774445836787656,1,0,0,0,0,0,0,0,0,0,1,3,-0.6900343649879066,-0.9879949969048957,0,-0.2217258711677609,1.4242366443110686
0,0,1,1,0.47353105628253944,1,2,1,0,2,2,0,0,2,1,0,2,0.9850570111795457,0.8888899210501805,0,0.5230078465374632,1.4242366443110686
0,0,0,0,-0.5851984004382496,1,0,1,2,0,0,0,0,0,0,1,2,0.35357415111641893,-0.3980014644140013,0,0.3311184550288527,1.4242366443110686
0,0,1,0,1.3286586944031769,1,0,0,2,2,2,0,0,2,2,0,0,0.2073360151017999,0.928998355969963,0,1.6126352723286481,1.4242366443110686
1,0,0,0,-1.1960038562387048,1,0,2,1,1,1,1,1,1,1,0,3,-1.4478137970636586,-0.9844410849499781,0,-1.9546476887565345,1.4242366443110686
1,0,1,0,0.025607055362205634,1,0,0,2,2,0,2,0,0,2,1,3,-0.12336158793125872,-0.11633738649631904,0,-1.0019633529406575,1.4242366443110686
0,0,0,0,0.06632741908223598,1,0,0,2,0,2,2,2,2,1,1,0,0.5047976781315361,0.19662760540939409,0,-0.7018720137972357,1.4242366443110686
0,0,1,1,-0.748079855318371,1,0,2,1,1,1,1,1,1,2,1,3,-1.4976677070686424,-0.8910239707064334,0,-1.2124499541990013,1.4242366443110686
0,0,0,0,-0.7888002190384014,1,0,2,1,1,1,1,1,1,0,1,3,-1.477726143066649,-0.8858365836914918,0,0.7875954216132125,1.4242366443110686
1,0,1,1,-0.38159658183809786,1,2,2,1,1,1,1,1,1,1,0,3,-1.343120586053193,-0.7696832625313943,0,-0.31217593676873595,1.4242366443110686
0,0,1,1,0.5956921474426305,1,0,2,1,1,1,1,1,1,2,0,3,-1.4960059100684764,-0.5884999747924964,0,-0.4710975473573649,1.4242366443110686
1,0,0,1,-0.62591876415828,1,0,0,2,0,0,0,0,0,0,1,3,-0.4806479429669752,-0.6335750568542448,0,-1.012952613247318,2.885290270618779
1,1,1,0,1.0843365120829946,0,1,0,0,2,0,0,2,2,0,1,2,-0.4823097399671412,0.3158933587784564,0,0.9684955528151625,2.885290270618779
0,0,0,0,1.4915401492832983,1,2,0,2,0,2,2,2,2,2,1,1,0.684271754149477,1.5961625480533508,0,1.774092866064968,0.2803006287151541
1,0,0,0,-0.9109613101984924,1,0,0,2,0,0,0,0,0,0,1,3,-0.4357794239624898,-0.775863978974729,0,-0.09154540291962866,1.2389960199317442
1,0,1,1,-0.8295205827584317,1,2,2,1,1,1,1,1,1,2,1,0,-1.3547531650543558,-0.8883750922307185,0,-0.5877527721511457,1.2389960199317442
0,0,1,1,0.26992923768238775,1,0,0,0,0,2,0,2,0,0,1,3,-0.16324471593524553,0.02630471942092721,0,-0.42291386755123805,1.2389960199317442
1,1,1,0,1.5729808767233588,1,2,2,1,1,1,1,1,1,2,0,1,-1.3065610520495383,-0.21732587838294884,0,0.7952033710562852,0.9816595595346244
1,0,1,1,1.5729808767233588,1,2,2,1,1,1,1,1,1,2,0,1,-1.3580767590546883,-0.2893974469096912,0,0.9921647288602775,0.9816595595346244
0,0,1,1,0.025607055362205634,1,2,2,1,1,1,1,1,1,1,0,1,-1.3497677740538576,-0.654103865041035,0,0.08512808970283654,2.3375469262462074
1,1,0,0,1.4100994218432374,1,2,1,0,0,0,0,0,0,0,1,3,0.36354493311741554,1.226842666576804,0,1.2026513301186212,3.0023086925113356
0,0,1,0,-0.9516816739185228,1,0,0,0,2,0,0,0,0,0,0,3,-0.4623681759651477,-0.8014256562653777,0,0.188258071042266,1.0573399519542672
1,0,1,0,0.7992939660427822,1,2,1,2,0,2,2,0,0,2,1,1,0.8919963791702424,1.0356598625920823,0,1.410601948229274,0.2911699287723679
0,0,0,0,1.5322605130033284,1,2,1,0,2,0,0,2,2,1,0,2,1.1346187411944968,2.0116832849438255,0,1.3353677815144445,-1.384929619318896
1,0,0,0,-1.2774445836787656,1,0,1,0,2,0,0,0,2,0,1,2,0.6726391751483144,-0.969894327320844,0,1.1443237177217307,0.4628239280801749
1,0,0,0,-1.2774445836787656,1,0,0,0,0,0,0,0,0,0,1,3,-0.6800635829869099,-0.9878625529811098,0,0.0225738387264613,0.4583721402907842
0,0,0,0,0.7992939660427822,1,2,1,0,2,0,0,0,0,1,1,3,0.5131066631323666,0.8898832504785735,0,1.0116072663259077,0.3499104014219913
1,0,0,0,-1.0738427650786138,1,0,0,0,0,2,0,2,0,0,0,3,-0.12834697893175703,-0.8246033429278828,0,-1.8675789340191473,0.3499104014219913
1,0,1,0,-1.0331224013585834,0,1,0,2,2,0,0,0,0,0,0,3,-1.0157465770204666,-0.8941364029153984,0,0.5914793915251172,0.3499104014219913
0,0,0,0,-0.2594354906780068,1,0,1,2,0,2,2,0,0,1,1,1,0.7440964461554579,-0.003451015456269982,0,1.0893774161884282,1.0538710264040925
1,0,1,1,-0.30015585439803716,1,0,0,2,0,0,2,0,0,0,0,2,-0.3477041829536853,-0.4349091711756287,0,-0.3628955997225537,0.9804454355920632
1,0,0,0,1.4915401492832983,1,0,2,1,1,1,1,1,1,2,1,3,-1.517609271070636,-0.44724853007500054,0,0.11386923204333327,2.3375469262462074
0,0,0,0,1.6137012404433893,1,2,1,2,2,2,2,2,2,2,1,1,1.5949365102405126,2.6094468609634833,0,0.4452376966749426,1.1469538620004447
1,0,0,0,-1.1552834925186746,1,0,2,1,1,1,1,1,1,0,1,3,-1.4893587220678117,-0.9812624307791203,0,-1.038312444724227,0.10165096288116161
